0.00400000 55.16745145 
0.00925963 59.28065898 
0.01451927 63.45780264 
0.01977890 67.36162181 
0.02503854 70.99800196 
0.03029817 74.40563422 
0.03555780 77.62045099 
0.04081744 80.67157588 
0.04607707 83.58210461 
0.05133671 86.37043038 
0.05659634 89.05136871 
0.06185597 91.63700872 
0.06711561 94.13734043 
0.07237524 96.56071700 
0.07763488 98.91419818 
0.08289451 101.20380878 
0.08815414 103.43473558 
0.09341378 105.61147938 
0.09867341 107.73797380 
0.10393305 109.81767921 
0.10919268 111.85365773 
0.11445231 113.84863381 
0.11971195 115.80504351 
0.12497158 117.72507501 
0.13023122 119.61070215 
0.13549085 121.46371233 
0.14075048 123.28573003 
0.14601012 125.07823662 
0.15126975 126.84258721 
0.15652939 128.58002503 
0.16178902 130.29169383 
0.16704865 131.97864855 
0.17230829 133.64186456 
0.17756792 135.28224573 
0.18282756 136.90063149 
0.18808719 138.49780298 
0.19334683 140.07448855 
0.19860646 141.63136852 
0.20386609 143.16907950 
0.20912573 144.68821814 
0.21438536 146.18934454 
0.21964500 147.67298529 
0.22490463 149.13963616 
0.23016426 150.58976455 
0.23542390 152.02381173 
0.24068353 153.44219474 
0.24594317 154.84530830 
0.25120280 156.23352634 
0.25646243 157.60720355 
0.26172207 158.96667671 
0.26698170 160.31226594 
0.27224134 161.64427579 
0.27750097 162.96299629 
0.28276060 164.26870393 
0.28802024 165.56166249 
0.29327987 166.84212382 
0.29853951 168.11032866 
0.30379914 169.36650724 
0.30905877 170.61087992 
0.31431841 171.84365783 
0.31957804 173.06504333 
0.32483768 174.27523056 
0.33009731 175.47440591 
0.33535694 176.66274839 
0.34061658 177.84043010 
0.34587621 179.00761658 
0.35113585 180.16446715 
0.35639548 181.31113522 
0.36165511 182.44776866 
0.36691475 183.57450999 
0.37217438 184.69149674 
0.37743402 185.79886164 
0.38269365 186.89673286 
0.38795328 187.98523426 
0.39321292 189.06448557 
0.39847255 190.13460259 
0.40373219 191.19569739 
0.40899182 192.24787845 
0.41425145 193.29125086 
0.41951109 194.32591643 
0.42477072 195.35197388 
0.43003036 196.36951895 
0.43528999 197.37864454 
0.44054962 198.37944081 
0.44580926 199.37199532 
0.45106889 200.35639315 
0.45632853 201.33271697 
0.46158816 202.30104716 
0.46684779 203.26146188 
0.47210743 204.21403721 
0.47736706 205.15884717 
0.48262670 206.09596385 
0.48788633 207.02545747 
0.49314596 207.94739642 
0.49840560 208.86184740 
0.50366523 209.76887542 
0.50892487 210.66854389 
0.51418450 211.56091468 
0.51944414 212.44604816 
0.52470377 213.32400330 
0.52996340 214.19483765 
0.53522304 215.05860745 
0.54048267 215.91536766 
0.54574231 216.76517199 
0.55100194 217.60807296 
0.55626157 218.44412194 
0.56152121 219.27336919 
0.56678084 220.09586386 
0.57204048 220.91165411 
0.57730011 221.72078706 
0.58255974 222.52330886 
0.58781938 223.31926474 
0.59307901 224.10869900 
0.59833865 224.89165507 
0.60359828 225.66817553 
0.60885791 226.43830212 
0.61411755 227.20207581 
0.61937718 227.95953676 
0.62463682 228.71072442 
0.62989645 229.45567747 
0.63515608 230.19443392 
0.64041572 230.92703109 
0.64567535 231.65350563 
0.65093499 232.37389355 
0.65619462 233.08823024 
0.66145425 233.79655048 
0.66671389 234.49888847 
0.67197352 235.19527783 
0.67723316 235.88575163 
0.68249279 236.57034241 
0.68775242 237.24908218 
0.69301206 237.92200245 
0.69827169 238.58913422 
0.70353133 239.25050802 
0.70879096 239.90615393 
0.71405059 240.55610154 
0.71931023 241.20038003 
0.72456986 241.83901813 
0.72982950 242.47204418 
0.73508913 243.09948608 
0.74034876 243.72137136 
0.74560840 244.33772715 
0.75086803 244.94858021 
0.75612767 245.55395693 
0.76138730 246.15388335 
0.76664693 246.74838517 
0.77190657 247.33748773 
0.77716620 247.92121607 
0.78242584 248.49959488 
0.78768547 249.07264856 
0.79294510 249.64040119 
0.79820474 250.20287656 
0.80346437 250.76009817 
0.80872401 251.31208924 
0.81398364 251.85887270 
0.81924327 252.40047122 
0.82450291 252.93690721 
0.82976254 253.46820283 
0.83502218 253.99437996 
0.84028181 254.51546027 
0.84554145 255.03146518 
0.85080108 255.54241586 
0.85606071 256.04833327 
0.86132035 256.54923815 
0.86657998 257.04515101 
0.87183962 257.53609216 
0.87709925 258.02208169 
0.88235888 258.50313949 
0.88761852 258.97928526 
0.89287815 259.45053851 
0.89813779 259.91691853 
0.90339742 260.37844447 
0.90865705 260.83513526 
0.91391669 261.28700967 
0.91917632 261.73408630 
0.92443596 262.17638358 
0.92969559 262.61391975 
0.93495522 263.04671292 
0.94021486 263.47478103 
0.94547449 263.89814186 
0.95073413 264.31681304 
0.95599376 264.73081205 
0.96125339 265.14015622 
0.96651303 265.54486276 
0.97177266 265.94494871 
0.97703230 266.34043098 
0.98229193 266.73132636 
0.98755156 267.11765151 
0.99281120 267.49942293 
0.99807083 267.87665703 
1.00333047 268.24937008 
1.00859010 268.61757823 
1.01384973 268.98129751 
1.01910937 269.34054383 
1.02436900 269.69533300 
1.02962864 270.04568071 
1.03488827 270.39160254 
1.04014790 270.73311395 
1.04540754 271.07023033 
1.05066717 271.40296692 
1.05592681 271.73133890 
1.06118644 272.05536133 
1.06644607 272.37504917 
1.07170571 272.69041729 
1.07696534 273.00148047 
1.08222498 273.30825339 
1.08748461 273.61075065 
1.09274424 273.90898675 
1.09800388 274.20297610 
1.10326351 274.49273305 
1.10852315 274.77827184 
1.11378278 275.05960663 
1.11904241 275.33675151 
1.12430205 275.60972049 
1.12956168 275.87852750 
